Datum,Schwefeldioxid,Kohlenmonoxid,ozon,Stickstoffdioxid,Stickstoffmonoxid,Feinstaub PM10,Lufttemperatur,Luftfeuchte relativ,Luftdruck (hpa),Windgeschwindigkeit (m/s),Regendauer (min)
19.06.2014,1.56,0.25,124.39,24.78,6.36,16.55,20.2,51.52,967.11,1.22,0
20.06.2014,1.63,0.25,94.68,23.06,6.77,15.5,19.72,51.34,966.4,1.69,0
21.06.2014,1.76,0.25,105.09,16.13,4.32,11.97,19.92,43.85,966.51,1.8,0
22.06.2014,1.74,0.26,126.4,13.21,2.16,14,21.52,43.58,967.91,1.57,0
23.06.2014,1.63,0.28,119.77,31.68,8.93,17.26,20.02,63.99,968.08,1.59,280.87
24.06.2014,1.18,0.27,98.44,29.18,10.63,10.42,18.02,73.82,965.53,1.93,485.5
25.06.2014,1.42,0.26,95.92,27.15,13.02,14.36,18.48,64.94,961.51,1.47,30.87
26.06.2014,1.76,0.26,129.71,28.75,8.29,14.71,18.75,48.59,963.51,1.46,0
27.06.2014,1.7,0.29,134.46,31.39,7.62,18.96,21.27,47.35,965.79,1.1,0.42
28.06.2014,1.51,0.3,115.37,18.67,3.84,16.05,20.86,62.34,963.02,1.48,121.87
29.06.2014,1.16,0.22,96.91,11.29,3.51,5.82,15.48,85.57,962.01,1.86,890.5
30.06.2014,1.36,0.23,78.35,18.97,7.71,7.13,15.26,67.99,966.91,1.34,137.15
01.07.2014,1.68,0.29,95.86,30.42,16.98,10.79,17.88,56.5,966.87,1.68,70.25
02.07.2014,1.44,0.34,65.87,41.34,17.73,12.95,16.07,82.27,970.5,1.18,636.23
03.07.2014,1.8,0.34,96.65,37.48,18.6,15.01,19.47,63.89,973.4,1.14,0
04.07.2014,1.68,0.37,101,41.47,15.8,19.79,20.8,66.64,963.25,1.9,135.42
05.07.2014,1.26,0.26,85.97,15.05,3.91,9.5,19.42,75.98,963.71,1.85,154.77
06.07.2014,1.44,0.32,100.09,18.4,6.65,13.91,22.31,66.26,962.48,1.57,114.97
07.07.2014,1.29,0.26,90.19,27.6,11.73,9.51,19.72,76.28,964.54,1.64,339.4
08.07.2014,1.27,0.2,73.85,13.9,4.62,8.37,15.32,82.13,962.5,2.86,590.55
09.07.2014,1.32,0.21,66.15,15.28,4.19,9.61,13.23,80.74,962.22,2.53,519.5
10.07.2014,1.3,0.22,67.8,17.58,5.97,4.59,12.72,84.6,961.38,1.98,647.88
11.07.2014,1.32,0.29,56.61,24.73,10.98,8.99,16.1,87.96,963.66,1.69,398.71
12.07.2014,1.45,0.31,86.7,20.34,6.19,7.73,17.56,82.63,963.79,1.07,256.9
13.07.2014,1.37,0.27,76.12,13.55,4.11,7.38,17.69,82.26,963.18,1.21,264.43
14.07.2014,1.39,0.21,64.08,12.94,4.94,9.09,19.47,69.45,965.74,1.94,14.53
15.07.2014,1.7,0.28,94.55,25.35,12,12.7,20.45,60.7,970.86,1.04,0
16.07.2014,1.98,0.34,111.97,38.01,14.46,16.36,21.97,56.88,971.16,0.81,0
17.07.2014,1.75,0.34,123.43,34.94,12.43,19.15,23.89,55.2,970.77,1.25,0
18.07.2014,1.91,0.32,101.36,35.94,14.05,17.57,24.63,46.78,968.46,1.22,0
19.07.2014,1.99,0.38,175.06,30.54,6.13,22.23,25.79,47.77,963.82,1.15,0
20.07.2014,1.7,0.29,105.15,14.62,2.3,18.9,22.83,63.17,962.23,1.66,162.6
21.07.2014,1.42,0.2,87.77,12.14,2.63,4.87,17.91,78.83,963.77,1.77,435.95
22.07.2014,1.37,0.29,60.73,29.79,8.84,3.67,17.84,93.3,964.14,1.06,1048.5
23.07.2014,1.52,0.29,114.46,24.39,10.12,19.2,21.29,72.92,963.67,2.18,0
24.07.2014,1.75,0.31,95.98,36.7,11.39,19.42,21.08,58.98,962.2,1.38,0
25.07.2014,1.13,0.29,124.77,29.03,8.59,20.07,22.36,56.46,962.97,1.14,0
26.07.2014,0.85,0.25,104.64,13.8,2.43,10.92,18.32,81.04,964.46,1.59,675.47
27.07.2014,0.87,0.26,97.36,12.34,2.63,9.1,18.16,83.34,966.95,1.99,197.8
28.07.2014,0.97,0.27,110.81,21.19,8.59,13.1,19.64,76.48,962.23,1.32,290
29.07.2014,0.91,0.23,78.94,18.77,4.58,4.1,17.41,80.63,959.94,1.05,447.82
30.07.2014,0.88,0.27,58.88,20.89,7.01,7.32,17.54,86.66,961.82,1.42,502.8
31.07.2014,1.04,0.3,101.72,25.79,10.57,32.36,20.61,72.18,964.65,1.53,0.35
01.08.2014,1.55,0.29,97.04,18.62,5.11,34.12,20.54,72.26,961.37,1.53,0
02.08.2014,1.45,0.35,104.11,20.87,5.62,42.85,21.12,73.12,960.08,1.64,161.9
03.08.2014,1.02,0.22,93.35,10.98,2.67,12.46,18.91,81.95,963.41,1.53,240.9
04.08.2014,1.04,0.26,94.32,20.26,11.23,14.04,19.73,73.94,966.72,1.28,52.3
05.08.2014,1.15,0.24,96.39,16.81,5.16,12.23,20.53,61.48,969.01,1.35,0
06.08.2014,1.43,0.31,109.9,26.9,10.38,18.96,20.08,60.45,967.28,1.16,2.18
07.08.2014,1.36,0.31,81.97,26.85,7.99,23.05,20.96,64.62,965.87,1.03,28.29
08.08.2014,1.12,0.32,88.87,26.25,9.3,15.12,22.37,66.92,963.71,1.18,88.1
09.08.2014,1.01,0.24,81.56,10.8,3.23,9.04,22.06,67.34,964.08,1.9,129.02
10.08.2014,0.92,0.28,,13.17,3.68,12.14,22,79.33,961.81,1.51,270.73
11.08.2014,1.05,0.27,,21.46,10.39,8.99,17.78,79.37,966.04,1.37,369.33
12.08.2014,1.27,0.26,82.29,21.79,10.02,12.42,18.93,58.58,965.12,1,0
13.08.2014,1.19,0.27,89.02,24.09,12.66,12.15,16.42,73.9,959.17,2.85,356.18
14.08.2014,1.37,0.23,71.2,18.77,8.05,8.36,16.67,59.47,964.71,1.41,33.7
15.08.2014,1.3,0.24,68.56,18.77,6.31,6.74,14.44,75.49,966.36,1.82,521.87
16.08.2014,1.37,0.24,77.15,13.47,5.23,5.69,14.68,72.22,970.92,1.83,154.1
17.08.2014,1.66,0.29,85.45,21.42,7.24,9.3,16.21,66.37,967.47,1.3,0
18.08.2014,1.62,0.27,87.34,17.62,7.98,12.83,18.25,63.12,962.59,1.78,0
19.08.2014,1.56,0.27,81.45,21.42,8.89,12.04,17.42,64.48,963.61,1.21,120.12
20.08.2014,1.81,0.29,72.47,27.05,11.36,11.63,17.16,55.91,965.92,1.36,49.38
21.08.2014,1.7,0.3,86.62,27.83,12.21,13.54,16.71,58.3,967.08,0.98,12.68
22.08.2014,1.91,0.32,98.12,33.1,14.89,14.98,17.39,55.27,965.78,1.06,0
23.08.2014,1.66,0.29,69.06,21.43,5.32,12.64,15.55,66.24,966.43,1.13,67.75
24.08.2014,1.56,0.26,88.71,14.33,3.94,8.38,14.59,62.89,969.96,1.14,214.05
25.08.2014,2.13,0.34,65.14,34.03,22.33,13.54,14.75,69.09,966.52,1.33,176
26.08.2014,1.41,0.25,60.24,21.42,5.93,13.27,16.64,82.92,959.9,2.44,641.28
27.08.2014,1.46,0.26,60.71,19.2,7.9,7.7,17.67,74.89,965.25,1.58,192.52
28.08.2014,1.78,0.36,85.46,35.4,22.1,14.67,19.43,69.52,967.7,1.07,0
29.08.2014,1.52,0.38,59.07,33.68,25.87,17.68,18.98,81.25,968.13,1.27,176.77
30.08.2014,1.47,0.27,80.57,16.49,5.03,9.9,19.53,69.59,969.12,1.13,11.02
31.08.2014,1.58,0.31,60.32,19.98,3.87,13.13,15.85,80.5,966.77,1.33,388.38
01.09.2014,1.7,0.31,60.03,28.8,15.67,11.65,14.67,73.78,969.44,1.02,161.22
02.09.2014,2,0.32,71.83,25.57,15.31,11.16,15.54,68.01,969.78,1.66,0
03.09.2014,1.81,0.31,47.22,21.64,12.75,11.28,16.23,74.1,966.91,2.59,0
04.09.2014,1.81,0.34,59.66,26.84,16.31,15.48,18.36,71.69,965.86,1.32,0.42
05.09.2014,1.78,0.43,69.84,35.82,26.46,22.05,19.26,75.57,965.06,1.05,46.53
06.09.2014,1.86,0.43,97.48,32.88,13.44,21.64,20.19,70.61,963.52,0.7,0
07.09.2014,1.8,0.4,110.56,25.65,5.96,23.27,20.62,69.14,964.16,0.91,0
08.09.2014,1.73,0.42,113.54,35.91,17.68,25.57,21.59,68.54,965.72,0.92,0
09.09.2014,1.56,0.4,97.93,36.5,18.57,20.36,19.86,78.79,966.71,0.96,175.57
10.09.2014,1.73,0.35,78.16,28.51,12.54,22.55,18.23,74.29,965.06,1.95,0.18
11.09.2014,2.13,0.35,61.69,31.3,14.85,17.18,15.45,67.62,964.65,1.43,81.27
12.09.2014,1.94,0.29,55.02,26.36,10.38,10.66,12.97,80.45,967.36,1.55,489.35
13.09.2014,1.91,0.32,69.77,23.2,7.7,10.17,14.82,77.6,969.69,1.18,131.52
14.09.2014,2.08,0.35,91.98,20.37,6.2,,16.69,74.06,966.93,1.73,0
15.09.2014,1.96,0.37,70.84,37.26,16.26,,17.6,75.73,965.17,1.05,0
16.09.2014,1.96,0.46,77.41,45.54,24.09,,18.51,75.25,964.64,1.53,0
17.09.2014,1.97,0.43,57.35,38.04,17.99,,18.78,74.44,962.37,1.53,0
18.09.2014,1.86,0.48,42.72,48.12,23.38,25.48,19.03,76.86,962.7,0.81,73.52
19.09.2014,1.82,0.48,55.11,45.29,27.81,24.78,19.78,74.98,964.72,0.86,150.97
20.09.2014,1.64,0.32,83.52,22.41,5.91,14.04,19.69,75.49,966.38,1.25,36.96
21.09.2014,1.6,0.25,75.73,13.71,3.31,7.2,17.09,83.1,966.86,1.53,575.35
22.09.2014,16.41,0.31,79.81,29.62,16.85,20.41,13.61,70.15,969.49,1.42,84.48
23.09.2014,3.15,0.31,62.61,32.41,19.94,16.88,11.89,62.8,968.63,2.24,0
24.09.2014,3.08,0.33,66.57,32.17,24.29,21.7,13.41,71.74,964.72,1.45,219.37
25.09.2014,2.88,0.32,67.09,34.43,14.75,20.42,13.46,73.93,970.33,1.36,128.02
26.09.2014,3.01,0.5,39.65,52.28,44.14,25.55,13.32,73.73,974.8,1,0
27.09.2014,2.78,0.41,79.68,28.94,13.36,18.3,15.49,73.61,975.66,1.9,1.97
28.09.2014,2.48,0.42,68.35,30.98,10.96,19.48,15.87,79.42,975.06,1.03,0.22
29.09.2014,2.23,0.48,55.94,45.79,31.13,22.13,17.47,74.2,974.96,0.86,0
30.09.2014,1.58,0.43,33.41,44.05,25.01,22.6,17.19,83.78,975.56,1.12,271.18
01.10.2014,1.37,0.44,50.03,39.05,30.84,20.01,17.02,84.63,975.71,0.9,293.47
02.10.2014,1.01,0.33,68.6,30.78,16.06,16.43,16.51,78.01,975.99,1.79,0
03.10.2014,0.86,0.36,37.46,33.08,20.49,20.47,15.04,78.97,973.13,1.8,0
04.10.2014,0.91,0.39,49.84,27.81,13.28,23.41,14.07,83.09,967.74,1.41,0.43
05.10.2014,0.87,0.36,63.31,24.11,12.71,16.99,15.34,80.57,965.11,1.61,151.48
06.10.2014,0.85,0.33,58.1,32.8,20.66,11.7,14.9,81.95,962.32,1.24,4.52
07.10.2014,0.85,0.34,52.31,35.22,21.67,13.26,15.19,81.94,960.91,1.16,387.53
08.10.2014,0.87,0.39,54.52,35.59,30.26,15.27,16.22,84.64,961.68,1.19,192.55
09.10.2014,0.97,0.4,67.08,31.04,33.18,14.56,17.31,74.09,961.32,1.36,0
10.10.2014,0.81,0.32,40.57,36.86,20.45,12.47,17.52,79.04,964.6,1.16,26.93
11.10.2014,0.59,0.3,61.06,23.92,11.58,11.15,16.44,82.34,964.85,0.96,170.07
12.10.2014,0.55,0.29,44.13,21.95,8.73,13.32,15.46,84.08,961.98,1.38,0
13.10.2014,0.72,0.33,67.48,32.24,21.24,16.21,14.58,88.01,960.34,1.45,568.03
14.10.2014,1.35,0.4,64.35,48.53,39.63,14.2,14.96,76.71,960.52,0.89,0.01
15.10.2014,0.91,0.37,63.49,38.95,25.96,13.79,15.76,79.21,959.56,1.19,342.9
16.10.2014,0.58,0.27,49.27,27.88,10.63,13.69,15.46,80.78,961.08,2.09,190
17.10.2014,0.61,0.31,57.72,31.26,12.33,11.79,16.02,80.36,965.67,1.82,132.63
18.10.2014,1.2,0.46,29.6,33.64,27.26,15.3,14.63,83.42,971.83,1.2,0
19.10.2014,0.9,0.47,57.52,29.43,25.11,16.71,16.07,78.36,972.68,1.19,0
20.10.2014,1.06,0.41,58.09,41.64,29.06,23.36,17.19,74.59,969.85,1.2,261.58
21.10.2014,0.5,0.21,73.27,17.2,6.99,25.3,15.21,75.87,963.76,3.31,371.55
22.10.2014,0.93,0.19,64.07,15.15,3.38,11.12,6.84,75.77,970.24,2.99,652.18
23.10.2014,1.19,0.28,55.61,30.65,16.95,14.15,8.27,73.15,973.81,1.41,265.77
24.10.2014,1.85,0.38,41.15,40.69,34.52,15.41,8.24,75.51,970.67,1.31,0
25.10.2014,1.59,0.39,38.26,33.91,23.39,15.91,10.41,80.95,970.53,0.95,140.33
26.10.2014,1.9,0.43,44.53,36.02,27.3,16.47,12.29,80.56,973.96,1.66,0
27.10.2014,1.3,0.35,21.61,31.93,25.56,14.39,9.41,83.61,973.78,1.63,1.83
28.10.2014,1.78,0.48,40.38,40.73,45.4,22.25,10.81,77.89,969.27,1.11,0
29.10.2014,2.35,0.58,55.92,47.01,62.26,24.73,11.18,78.33,968.83,0.96,0
30.10.2014,2.57,0.51,23.46,53.07,53.27,24.71,11.67,74.16,973.54,0.96,0.2
31.10.2014,2.21,0.59,7.99,50.13,72.58,25.51,9.95,80.79,974.94,1.6,0
01.11.2014,1.23,0.71,17.49,46.39,75.66,33.87,9.92,86.29,972.85,0.87,0.33
02.11.2014,1.21,0.64,41.42,40.67,56.27,25.31,10.71,81.83,968.48,0.63,0
03.11.2014,1.66,0.53,44.81,48.16,55.84,22.38,11.38,76.22,958.74,1.34,0
04.11.2014,1.48,0.42,54.42,45.08,35.46,19.92,10.82,76.91,946.11,1.79,0
05.11.2014,0.45,0.26,71.29,32.17,11.92,4.57,5.94,87.27,953.92,1.59,1156.2
06.11.2014,0.89,0.34,46.84,40.49,27.86,9.64,4.82,87.01,962.41,1.24,469.18
07.11.2014,1.31,0.31,41.76,29.81,14.12,15.34,7.96,73.82,961.09,1.49,50.35
08.11.2014,1.79,0.39,51.58,39.27,25.81,15.64,8.79,77.86,962.63,1.36,0
09.11.2014,1.28,0.49,17.1,33.25,33.74,22.09,6.63,89.47,959.21,1.23,0
10.11.2014,1.53,0.55,3.24,37.96,62.33,26.48,7.69,91.1,962.12,1.21,49.13
11.11.2014,0.87,0.51,3.48,34.78,48.49,25.16,7.53,91.04,956.56,1.18,0
12.11.2014,0.86,0.51,6.15,43.71,49.9,16.91,8.44,89.84,955.32,0.84,532.37
13.11.2014,0.94,0.46,19.9,51.38,39,11.99,10.19,88.49,961.46,0.82,322.22
14.11.2014,0.91,0.4,13.97,34.95,30.91,17.49,8.8,86.55,958.91,1.42,0
15.11.2014,0.75,0.34,61.19,29.85,11.43,10.95,9.66,83.52,953.15,1.69,478.55
16.11.2014,0.73,0.28,65.96,23.18,7.68,6.73,8.69,80.88,953.82,1.82,458.63
17.11.2014,1.25,0.39,31.25,44.5,34.2,13.85,8.3,85,954.58,1.04,325.23
18.11.2014,0.8,0.28,56.75,25.12,10.07,11.34,8.08,80.76,958.31,1.65,390.62
19.11.2014,1.5,0.43,47.4,42.37,37.1,13.65,8.31,75.91,968.22,1.29,0.28
20.11.2014,1.46,0.47,12.71,39.13,43.42,17.95,5.56,85.52,972.99,1.84,0
21.11.2014,1.87,0.52,9.81,39.34,57.36,24.53,7.7,80.24,970.71,1.2,0
22.11.2014,1.41,0.63,5.28,30.75,67.57,25.76,6.44,92.03,970.46,1.42,0.18
23.11.2014,0.94,0.64,4.36,31.18,61.96,20.82,5.52,94.24,971.6,1,2.2
24.11.2014,2.19,0.75,4.33,41.49,101.34,31.25,8.97,86.49,971.45,1.33,30.7
25.11.2014,1.18,0.5,3.87,32.1,42.86,20.41,8.63,,969.48,1.88,0
26.11.2014,1.35,0.55,3,30.67,58.68,22.31,8.69,,964.07,1.58,0.27
27.11.2014,1.08,0.56,2.35,31.25,57.47,,7.82,89.02,958.74,1.39,0
28.11.2014,0.83,0.46,5.92,27.95,36.44,10.91,6.02,86.67,957.48,2.31,0
29.11.2014,0.78,0.45,3.26,24.72,26.89,12.67,3.82,88.98,961.29,1.96,0
30.11.2014,0.81,0.51,2.92,21.03,26.79,12.93,3.62,91.18,959.84,1.43,0
01.12.2014,1.05,0.53,3.04,22.85,36.03,11.44,3.5,90.33,954.49,2.34,251.9
02.12.2014,1.5,0.59,2.32,29.98,48.38,13.89,4.11,86.85,958.31,1.17,33.65
03.12.2014,1.59,0.56,2.98,25.32,46.32,13.16,4.46,85.53,962.64,1.98,8.77
04.12.2014,1.37,0.52,3.45,34.73,38.15,14.74,4.59,84.18,962.84,1.66,0
05.12.2014,1.01,0.48,6.21,46.71,34.63,17.75,4.06,87.76,965.99,1.06,3.73
06.12.2014,1.48,0.45,8.06,34.04,21.53,8.2,3.75,85.45,968.83,1.94,110
07.12.2014,2.06,0.43,7.07,29.91,16.91,15.51,4.18,83.45,970.71,1.49,30.42
08.12.2014,1.42,0.4,21.22,39.53,22.84,13.09,4.23,84.08,969.29,1.16,333.65
09.12.2014,1.55,0.41,9.74,42.03,31.91,12.76,2.6,87.74,974.06,1.18,32.37
10.12.2014,1.49,0.33,36.55,34.9,16.59,19.84,2.66,75.43,974.22,1.86,82.3
11.12.2014,1.14,0.23,68.71,18.35,4.1,9.83,6.14,70.3,969.38,3.79,148.57
12.12.2014,1.32,0.28,68.11,31.03,12.84,13.35,7.06,58.84,963.33,3.15,0
13.12.2014,1.91,0.3,73.46,32.36,7.55,,9.28,54.7,962.46,2.45,0
14.12.2014,2.65,0.41,32.84,45.43,18.4,,9.03,64.34,966.2,1.16,143.28
15.12.2014,1.73,0.46,23.4,52.42,36.05,,9.01,83,966.73,1.02,269.2
16.12.2014,1.39,0.34,45.91,35.2,16.99,16.09,7.91,79.5,963.55,1.33,14.25
17.12.2014,0.92,0.28,50.94,25.17,7.27,7.93,5.96,81.56,964.25,2.07,475.15
18.12.2014,0.82,0.29,33.33,27.76,11.2,9.36,8.45,85.58,969.59,2.73,132.13
19.12.2014,0.93,0.24,51.99,20.49,6.56,8.99,10.77,74.87,971.81,2.92,245.12
20.12.2014,0.79,0.22,70.1,12.12,2.4,8.61,7.33,70.94,976.28,2.81,229.5
21.12.2014,1.38,0.28,67.97,23.39,6.76,10.89,5.64,67.74,982.02,1.51,4.87
22.12.2014,1.59,0.38,45.97,35.33,16.09,15.01,4.55,74.01,978.79,1.92,0
23.12.2014,3.38,0.68,18.19,63.25,103.04,27.72,4.64,74.95,975.22,0.73,0
24.12.2014,2.78,0.5,55.68,47.61,35.56,21.95,5.04,72.88,974.33,1.51,0
25.12.2014,1.45,0.23,64.44,14.57,2.06,11.93,6.05,74.02,975.55,1.85,350.9
26.12.2014,2.73,0.26,59.92,22,6.73,12.44,2.81,77.34,976.91,1.37,82.2
27.12.2014,1.4,0.23,58.97,16.97,3.77,8.14,1.31,87.34,955.23,2.93,1080.93
28.12.2014,1.71,0.28,58.67,19.22,5.67,10.1,-1.32,87.66,961.82,2.52,551.17
29.12.2014,3.25,0.36,41.13,37.4,14.27,18.89,-5.61,86.24,980.98,1.18,493.02
30.12.2014,3.12,0.36,37.84,45.17,16.22,17.06,-1.6,90.77,983.44,0.81,627.6
31.12.2014,3.93,0.45,35.97,51.3,28.29,31.67,-0.39,87.73,982.46,1.58,31.87
01.01.2015,4.08,0.43,33.59,37.62,16.14,70.4,-1.87,87.89,983.94,1.16,0
02.01.2015,2.52,0.4,20.44,42.92,13.45,27.66,0.71,91.65,983.46,1.02,445.77
03.01.2015,1.96,0.34,56.81,33.27,15.87,13.4,4.91,92.13,976.68,2.48,485.46
04.01.2015,1.94,0.3,55.22,28.33,8.38,8.59,4.86,78.56,979.8,1.75,147.78
05.01.2015,3.95,0.59,13.56,65.86,72.33,25.08,0.96,80.1,981.35,1.32,0
06.01.2015,3.68,0.76,4.49,66.73,120.85,37.84,0.16,84.53,974.52,0.72,0
07.01.2015,4,0.69,11.04,60.2,85.15,32.53,2.38,79.21,978.5,0.76,0.37
08.01.2015,2.95,0.38,63.02,39.04,23.26,17.92,5.64,72.33,980.06,2.72,203.45
09.01.2015,1.6,0.22,75.62,13.73,2.49,9.37,8.47,71.49,980.26,4.7,166.6
10.01.2015,1.46,0.19,64.38,5.56,1.31,5.4,13.76,65.68,972.98,5.84,0
11.01.2015,0.72,0.2,73.44,7.81,1.55,5.58,6.14,72.42,973.25,3.82,476.85
12.01.2015,1.28,0.31,70.07,32.47,10.58,18.11,4.49,63.45,976.63,2.7,0
13.01.2015,2.81,0.4,66.7,40.04,42.79,17.97,7.26,53.38,967.71,2.67,0
14.01.2015,1.19,0.25,69.62,21.71,5.57,8.1,7.42,72.43,967.27,3.56,460.85
15.01.2015,2.17,0.43,38.63,51.5,35.18,21.43,6.16,69.1,961.88,1.66,0
16.01.2015,3.11,0.5,65.93,54.4,62.21,22.05,6.07,72.88,956.94,1.23,58.17
17.01.2015,0.99,0.34,62.07,39.69,15.56,7.24,2.25,92.19,964.11,0.82,1291.78
18.01.2015,1.61,0.31,49.65,28.94,9.94,11.99,1.54,83.34,965.17,1.26,0
19.01.2015,2.1,0.42,45.78,50.26,35.03,19.06,1.85,79.38,960.59,0.85,80.1
20.01.2015,1.63,0.47,11.83,55.51,38.3,18.3,1.91,91.25,959.16,0.98,845.83
21.01.2015,1.4,0.4,29.94,40.17,26.63,17.97,1.73,80.54,957.71,1.63,0
22.01.2015,1.55,0.39,23.74,38.88,23.37,25.98,1.32,80.01,960.75,1.31,0
23.01.2015,2.24,0.48,9.06,43.68,40.14,17.87,1.36,78.89,969.06,1.75,0
24.01.2015,2.1,0.48,25.47,30.32,17.5,20.14,1.55,80.11,970.56,1.54,162.33
25.01.2015,2.16,0.37,45.71,39.03,12.68,14.44,0.76,83.38,976.56,1.08,312.83
26.01.2015,1.76,0.35,48.11,44.99,16.63,16.38,-0.03,83.36,974.22,1.63,484.92
27.01.2015,1.5,0.31,47.75,36.84,14.73,10.18,2.14,83.08,971.81,1.45,382.35
28.01.2015,1.65,0.3,63.91,32.82,17.97,16.84,2.23,71.36,965.84,2.6,16.63
29.01.2015,0.99,0.32,69.47,42.64,14.5,8.91,2.77,87.89,944.73,2.17,957.98
30.01.2015,0.91,0.24,78.67,17.39,3.34,8.5,1.75,74.72,931.5,3.8,307.62
31.01.2015,1.54,0.27,65.26,19.44,4.72,9.32,2.17,73.95,935.89,2,150.63
01.02.2015,1.08,0.24,65.34,13.68,2.78,5.52,1.07,79.71,943.58,2.67,335.37
02.02.2015,1.05,0.28,66.49,22.64,5.82,6.76,0.91,82.75,951.88,2.56,413.88
03.02.2015,1.84,0.36,44.87,47.24,23.63,12.25,-0.16,78.22,951.53,1.47,2.37
04.02.2015,2.05,0.33,52.74,39.64,15.66,18.1,-1.54,70.1,957,2.64,0
05.02.2015,2.33,0.36,50.59,30.92,14.42,17.44,-1.6,69.55,959.64,2.62,0.1
06.02.2015,3.07,0.4,58.13,26.28,11.06,31.14,-1.4,69.06,962.39,3.87,0
07.02.2015,3.34,0.43,58.69,34.66,11.16,32.1,-2.66,65.37,972.13,2.34,0
08.02.2015,3.83,0.49,36.62,56.85,17.88,40.13,-2.21,81.76,975.45,0.79,252.68
09.02.2015,4.03,0.48,50.43,67.73,40.86,31.47,-0.94,73.9,979.05,1.03,0
10.02.2015,,0.48,45.75,68.03,44.51,25.7,0.66,70.96,976.75,1.53,0
11.02.2015,,0.51,23.5,60.69,42.03,36.51,0.24,82.35,973.91,1.19,0
12.02.2015,2.5,0.69,11.65,73.91,82.17,51.61,-0.84,90.17,971.85,1.41,0
13.02.2015,2.7,0.78,6.83,82.77,97.7,52.09,0.09,86.22,968,1.26,0.47
14.02.2015,3.57,0.66,28.21,64.01,41.89,37.68,2.22,78.69,960.05,1.66,0
15.02.2015,2.31,0.58,17.53,55.98,27.92,39.06,0.74,84.47,960.21,2.12,0
16.02.2015,1.87,0.57,14.71,60.24,34.77,43.76,0.55,85.65,967.32,1.5,0
17.02.2015,1.58,0.55,10.13,58.74,25.79,44.75,0.7,87.65,978.4,1.1,0.07
18.02.2015,1.68,0.53,20.44,55.36,20.99,28.32,0.19,80.1,985.33,2.28,1.57
19.02.2015,2.15,0.53,31.95,55.11,27.25,42.73,2.19,72.01,979.31,1.35,0
20.02.2015,3.48,0.55,57.96,74.66,49.26,38.14,4.68,60.25,966.94,1.44,0
21.02.2015,2.47,0.34,74.54,38.38,8.99,16.14,3.48,74.04,952.61,1.55,417.17
22.02.2015,1.88,0.35,61.45,42.36,11.74,14.95,2.33,84.37,958.13,0.93,454.45
23.02.2015,1.61,0.38,50.17,49.21,15.95,15.79,2.17,86.93,954.31,1.99,698.25
24.02.2015,1.55,0.31,60.34,39.21,12.4,15.96,4.46,70.28,959.81,1.65,33.7
25.02.2015,1.79,0.35,63.85,44.24,15.63,16.52,4.48,66.34,968.1,1.09,26.93
26.02.2015,2.77,0.46,66.6,60.63,44.08,21.06,3.67,60.88,967.84,0.96,0
27.02.2015,1.58,0.31,59.63,36.5,10.81,7.39,2.98,79.47,963.25,2.08,914.37
28.02.2015,1.66,0.35,51.74,34.81,12.25,14.4,3.63,79.48,968.71,1.16,148.98
01.03.2015,1.25,0.27,63.28,18.85,3.65,7.42,5.55,80.97,962.09,2.96,486.82
02.03.2015,0.98,0.22,76.56,15.86,3.13,5.56,7.72,77.5,961.79,3.75,697.96
03.03.2015,1.59,0.31,77.64,39.84,20.52,17.67,6.99,54.19,971.71,1.69,0
04.03.2015,1.19,0.3,84.15,34.43,13.14,,4.69,72.57,975.29,2.13,207.97
05.03.2015,1.85,0.35,63.58,48.91,22.28,13.87,3.94,60.8,982.51,1.44,1.2
06.03.2015,2.77,0.41,58.99,57.7,34.83,18.91,3.84,58.21,983.92,1.3,0
07.03.2015,3.44,0.43,55.16,54.09,20.3,19.31,5.05,58.35,980.19,1.51,0
08.03.2015,3.62,0.5,68.44,57.24,27.63,23.47,7.07,59.66,974.1,1.39,0
09.03.2015,3.37,0.5,61.34,60.96,37.71,22.91,9.02,56.04,973.18,1,0
10.03.2015,3.25,0.5,55.92,60.41,29.65,29.17,9.51,57.15,974.58,1.08,0
11.03.2015,2.33,0.37,50.08,35.03,18.51,23.15,9.38,58.68,975.06,2.03,0.45
12.03.2015,2.09,0.3,73.33,31.04,15.35,15.33,5.96,48.25,974.69,2.78,0
13.03.2015,2.26,0.35,62.55,37.26,21.03,24.62,5.48,57.59,968.79,2.06,0
14.03.2015,2.07,0.32,64.75,27.52,8.42,,4.63,60.49,969.32,2.16,0
15.03.2015,1.97,0.39,48.14,28.68,8.54,,5.06,69.81,968.99,1.76,0
16.03.2015,2.97,0.53,43.29,56.94,33.41,,8.57,60.77,968.99,1.29,0
17.03.2015,3.43,0.59,34.06,69.39,40.97,41.49,10.77,55.7,970.39,1.28,0
18.03.2015,3.1,0.49,75.87,57.62,26.23,30.97,12.49,52.66,971.91,0.91,0
19.03.2015,3.19,0.41,86.78,46.31,24.12,36.76,12.1,47.54,971.45,1.76,0
20.03.2015,3.52,0.46,81.84,59.52,23.65,42.59,10.49,48.78,969.78,1.48,0
21.03.2015,2.17,0.47,72.35,47.48,19.68,41.71,7.97,76.53,965.57,1.41,679.48
22.03.2015,1.16,0.32,61.13,15.82,5.39,19.45,5.09,78.53,966.06,2.71,124.27
